# File: Scout_bld_calibration.csv
# Title: Buildings sector calibration from Scout model
# Units: unitless shares
# Comments: Scout output data processed to compute shares of service/technology within state/sector/fuel
# Source:  LBNL team (Aven Satre-Meloy) provided for DECARB project
# Column types: cccccin
# ----------
state,sector,fuel,service,technology,year,share
Florida,comm,refined liquids,heating,fuel furnace,2015,0.9411046539246829
Florida,comm,refined liquids,hot water,fuel water heater,2015,0.058895346075317066
Georgia,resid,electricity,heating,electric furnace,2015,0.12044614804041338
Georgia,resid,electricity,heating,electric heat pump,2015,0.08417465509435043
Georgia,resid,electricity,cooling,air conditioning,2015,0.28824957883043273
Georgia,resid,electricity,furnace fans,electricity,2015,0.011424603069526766
Georgia,resid,electricity,other,electricity,2015,0.2222444360370269
Georgia,resid,electricity,lighting,fluorescent,2015,0.009833319804912862
Georgia,resid,electricity,lighting,solid state,2015,7.627504339357228e-4
Georgia,resid,electricity,lighting,incandescent,2015,0.04407912101281777
Georgia,resid,electricity,hot water,electric resistance water heater,2015,0.11458529796304763
Georgia,resid,electricity,refrigerators,refrigerator,2015,0.03685812413394087
Georgia,resid,electricity,cooking,electric oven,2015,0.008349923987641011
Georgia,resid,electricity,clothes dryers,clothes dryer,2015,0.029264404640131792
Georgia,resid,electricity,computers,electricity,2015,0.01424255780700687
Georgia,resid,electricity,clothes washers,clothes washer,2015,0.004436892528771775
Georgia,resid,electricity,dishwashers,dishwasher,2015,0.0029827234687296793
Georgia,resid,electricity,freezers,freezer,2015,0.008065463147313857
Georgia,resid,gas,heating,gas furnace,2015,0.7867710703041243
Georgia,resid,gas,hot water,gas water heater,2015,0.13945347830280794
Georgia,resid,gas,cooking,gas oven,2015,0.015596173916021668
Georgia,resid,gas,clothes dryers,clothes dryer,2015,0.002929238429104446
Georgia,resid,gas,other,gas,2015,0.05525003904794166
Georgia,resid,refined liquids,heating,fuel furnace,2015,0.7494103449077464
Georgia,resid,refined liquids,hot water,fuel water heater,2015,0.11161649266443663
Georgia,resid,refined liquids,other,refined liquids,2015,0.10979561424469524
Georgia,resid,refined liquids,cooking,lpg oven,2015,0.02917754818312171
Georgia,resid,biomass,heating,wood furnace,2015,1
Georgia,comm,electricity,heating,electric heat pump,2015,0.02046051151519198
Georgia,comm,electricity,heating,electric furnace,2015,0.017973185068017143
Georgia,comm,electricity,cooling,air conditioning,2015,0.33954832740118535
Georgia,comm,electricity,hot water,electric heat pump water heater,2015,2.6096539558233804e-4
Georgia,comm,electricity,hot water,electric resistance water heater,2015,0.007203635801358239
Georgia,comm,electricity,ventilation,ventilation,2015,0.09938400991775732
Georgia,comm,electricity,cooking,electric range,2015,0.01802155146580818
Georgia,comm,electricity,lighting,incandescent,2015,0.012331693078322749
Georgia,comm,electricity,lighting,fluorescent,2015,0.10144888236740121
Georgia,comm,electricity,lighting,solid state,2015,0.011811897076835758
Georgia,comm,electricity,refrigeration,refrigeration,2015,0.145563335242637
Georgia,comm,electricity,office,office equipment,2015,0.11704062969835474
Georgia,comm,electricity,other,electricity,2015,0.10895137597154793
Georgia,comm,gas,heating,gas furnace,2015,0.697158070619623
Georgia,comm,gas,cooling,gas cooling,2015,0.029234759555494743
Georgia,comm,gas,hot water,gas water heater,2015,0.16550278406761862
Georgia,comm,gas,cooking,gas range,2015,0.10810438575726372
Georgia,comm,refined liquids,heating,fuel furnace,2015,0.9932259952800292
Georgia,comm,refined liquids,hot water,fuel water heater,2015,0.0067740047199708565
Idaho,resid,electricity,heating,electric furnace,2015,0.102139300452438
Idaho,resid,electricity,heating,electric heat pump,2015,0.038970185777512344
Idaho,resid,electricity,cooling,air conditioning,2015,0.22526837048477308
Idaho,resid,electricity,furnace fans,electricity,2015,0.016015124952012873
Idaho,resid,electricity,other,electricity,2015,0.2876949903630925
Idaho,resid,electricity,lighting,fluorescent,2015,0.016156177924366324
Idaho,resid,electricity,lighting,solid state,2015,0.0012528436039610396
Idaho,resid,electricity,lighting,incandescent,2015,0.07240202048376658
Idaho,resid,electricity,hot water,electric resistance water heater,2015,0.07785765163259714
Idaho,resid,electricity,refrigerators,refrigerator,2015,0.0631691746375928
Idaho,resid,electricity,cooking,electric oven,2015,0.009735602280517732
Idaho,resid,electricity,clothes dryers,clothes dryer,2015,0.03672135744251214
Idaho,resid,electricity,computers,electricity,2015,0.0260220156443698
Idaho,resid,electricity,clothes washers,clothes washer,2015,0.0069496191014138025
Idaho,resid,electricity,dishwashers,dishwasher,2015,0.00528935904203969
Idaho,resid,electricity,freezers,freezer,2015,0.014356206177034238
Idaho,resid,gas,heating,gas furnace,2015,0.7434835377119606
Idaho,resid,gas,hot water,gas water heater,2015,0.19484184224249387
Idaho,resid,gas,cooking,gas oven,2015,0.01329676436923209
Idaho,resid,gas,clothes dryers,clothes dryer,2015,0.005404483337644322
Idaho,resid,gas,other,gas,2015,0.042973372338669026
Idaho,resid,refined liquids,heating,fuel furnace,2015,0.6819988171275726
Idaho,resid,refined liquids,hot water,fuel water heater,2015,0.17128162885091763
Idaho,resid,refined liquids,other,refined liquids,2015,0.12251172752581037
Idaho,resid,refined liquids,cooking,lpg oven,2015,0.024207826495699334
Idaho,resid,biomass,heating,wood furnace,2015,1
Idaho,comm,electricity,heating,electric heat pump,2015,0.02782646119089992
Idaho,comm,electricity,heating,electric furnace,2015,0.02643269143045609
Idaho,comm,electricity,cooling,air conditioning,2015,0.19458661108473568
Idaho,comm,electricity,hot water,electric heat pump water heater,2015,1.479594309101372e-4
Idaho,comm,electricity,hot water,electric resistance water heater,2015,0.004345890425598785
Idaho,comm,electricity,ventilation,ventilation,2015,0.12912615439803984
Idaho,comm,electricity,cooking,electric range,2015,0.025756795023018413
Idaho,comm,electricity,lighting,incandescent,2015,0.011667074148787171
Idaho,comm,electricity,lighting,fluorescent,2015,0.10719236499514011
Idaho,comm,electricity,lighting,solid state,2015,0.01352624914679722
Idaho,comm,electricity,refrigeration,refrigeration,2015,0.15395575334009737
Idaho,comm,electricity,office,office equipment,2015,0.1697316652658498
Idaho,comm,electricity,other,electricity,2015,0.13570433011966943
Idaho,comm,gas,heating,gas furnace,2015,0.755876635139705
Idaho,comm,gas,cooling,gas cooling,2015,0.004443099356151041
Idaho,comm,gas,hot water,gas water heater,2015,0.17455368276613578
Idaho,comm,gas,cooking,gas range,2015,0.06512658273800816
Idaho,comm,refined liquids,heating,fuel furnace,2015,0.9986414304720912
Idaho,comm,refined liquids,hot water,fuel water heater,2015,0.0013585695279088098
Illinois,resid,electricity,heating,electric furnace,2015,0.13535110374457113
Illinois,resid,electricity,heating,electric heat pump,2015,0.04098411455243762
Illinois,resid,electricity,cooling,air conditioning,2015,0.17121566599733318
Illinois,resid,electricity,furnace fans,electricity,2015,0.03231943668327384
Illinois,resid,electricity,other,electricity,2015,0.27510263155111014
Illinois,resid,electricity,lighting,fluorescent,2015,0.016662072020800178
Illinois,resid,electricity,lighting,solid state,2015,0.0012931828443676116
Illinois,resid,electricity,lighting,incandescent,2015,0.07473400603333857
Illinois,resid,electricity,hot water,electric resistance water heater,2015,0.09191176628863756
Illinois,resid,electricity,refrigerators,refrigerator,2015,0.06137686075292711
Illinois,resid,electricity,cooking,electric oven,2015,0.010604319546305835
Illinois,resid,electricity,clothes dryers,clothes dryer,2015,0.03558828648019556
Illinois,resid,electricity,computers,electricity,2015,0.024305546371945663
Illinois,resid,electricity,clothes washers,clothes washer,2015,0.007458560825272229
Illinois,resid,electricity,dishwashers,dishwasher,2015,0.004788381644877628
Illinois,resid,electricity,freezers,freezer,2015,0.01630406466260619
Illinois,resid,gas,heating,gas furnace,2015,0.8778692370398345
Illinois,resid,gas,hot water,gas water heater,2015,0.09421939161734055
Illinois,resid,gas,cooking,gas oven,2015,0.009120928278614788
Illinois,resid,gas,clothes dryers,clothes dryer,2015,0.004767888526258781
Illinois,resid,gas,other,gas,2015,0.014022554537951277
Illinois,resid,refined liquids,heating,fuel furnace,2015,0.8753025552073338
Illinois,resid,refined liquids,hot water,fuel water heater,2015,0.06222566854751981
Illinois,resid,refined liquids,other,refined liquids,2015,0.05462405167599427
Illinois,resid,refined liquids,cooking,lpg oven,2015,0.00784772456915205
Illinois,resid,biomass,heating,wood furnace,2015,1
Illinois,comm,electricity,heating,electric heat pump,2015,0.027033743594050683
Illinois,comm,electricity,heating,electric furnace,2015,0.0560332778316283
Illinois,comm,electricity,cooling,air conditioning,2015,0.1772075909135174
Illinois,comm,electricity,hot water,electric heat pump water heater,2015,1.4814272190076722e-4
Illinois,comm,electricity,hot water,electric resistance water heater,2015,0.004886161524604191
Illinois,comm,electricity,ventilation,ventilation,2015,0.13407546417457183
Illinois,comm,electricity,cooking,electric range,2015,0.025114292420339208
Illinois,comm,electricity,lighting,incandescent,2015,0.013197084264472988
Illinois,comm,electricity,lighting,fluorescent,2015,0.12243619429888936
Illinois,comm,electricity,lighting,solid state,2015,0.013693547422235625
Illinois,comm,electricity,refrigeration,refrigeration,2015,0.1354848180598539
Illinois,comm,electricity,office,office equipment,2015,0.14854084605628545
Illinois,comm,electricity,other,electricity,2015,0.14214883671765033
Illinois,comm,gas,heating,gas furnace,2015,0.8680397602277358
Illinois,comm,gas,cooling,gas cooling,2015,0.0032017834047573107
Illinois,comm,gas,hot water,gas water heater,2015,0.09172147475354323
Illinois,comm,gas,cooking,gas range,2015,0.03703698161396366
Illinois,comm,refined liquids,heating,fuel furnace,2015,0.9997099230746502
Illinois,comm,refined liquids,hot water,fuel water heater,2015,2.900769253497344e-4
Indiana,resid,electricity,heating,electric furnace,2015,0.13020822613832334
Indiana,resid,electricity,heating,electric heat pump,2015,0.04812406192602747
Indiana,resid,electricity,cooling,air conditioning,2015,0.19141117038159358
Indiana,resid,electricity,furnace fans,electricity,2015,0.028150137839942746
Indiana,resid,electricity,other,electricity,2015,0.26795005559804363
Indiana,resid,electricity,lighting,fluorescent,2015,0.015537875691102496
Indiana,resid,electricity,lighting,solid state,2015,0.0012056089545117294
Indiana,resid,electricity,lighting,incandescent,2015,0.06967289264535419
Indiana,resid,electricity,hot water,electric resistance water heater,2015,0.09573543715941762
Indiana,resid,electricity,refrigerators,refrigerator,2015,0.0574560257501669
Indiana,resid,electricity,cooking,electric oven,2015,0.010180437574317918
Indiana,resid,electricity,clothes dryers,clothes dryer,2015,0.03481900853890052
Indiana,resid,electricity,computers,electricity,2015,0.0230056706361099
Indiana,resid,electricity,clothes washers,clothes washer,2015,0.00691295418968117
Indiana,resid,electricity,dishwashers,dishwasher,2015,0.004527484154142394
Indiana,resid,electricity,freezers,freezer,2015,0.015102952822364402
Indiana,resid,gas,heating,gas furnace,2015,0.8702596191097491
Indiana,resid,gas,hot water,gas water heater,2015,0.09918705061602473
Indiana,resid,gas,cooking,gas oven,2015,0.00965627874875018
Indiana,resid,gas,clothes dryers,clothes dryer,2015,0.004483208546718973
Indiana,resid,gas,other,gas,2015,0.016413842978756928
Indiana,resid,refined liquids,heating,fuel furnace,2015,0.8894758945934236
Indiana,resid,refined liquids,hot water,fuel water heater,2015,0.05994261469293153
Indiana,resid,refined liquids,other,refined liquids,2015,0.04364650644066257
Indiana,resid,refined liquids,cooking,lpg oven,2015,0.006934984272982362
Indiana,resid,biomass,heating,wood furnace,2015,1
Indiana,comm,electricity,heating,electric heat pump,2015,0.02641716567236174
Indiana,comm,electricity,heating,electric furnace,2015,0.049186876790868014
Indiana,comm,electricity,cooling,air conditioning,2015,0.19820395331576632
Indiana,comm,electricity,hot water,electric heat pump water heater,2015,1.9685872245320683e-4
Indiana,comm,electricity,hot water,electric resistance water heater,2015,0.0051463197440123395
Indiana,comm,electricity,ventilation,ventilation,2015,0.13089412761583874
Indiana,comm,electricity,cooking,electric range,2015,0.0232437143943142
Indiana,comm,electricity,lighting,incandescent,2015,0.012913757653888434
Indiana,comm,electricity,lighting,fluorescent,2015,0.11953631379125998
Indiana,comm,electricity,lighting,solid state,2015,0.013514629141358791
Indiana,comm,electricity,refrigeration,refrigeration,2015,0.13760674482983365
Indiana,comm,electricity,office,office equipment,2015,0.1458464973142089
Indiana,comm,electricity,other,electricity,2015,0.1372930410138357
Indiana,comm,gas,heating,gas furnace,2015,0.8430561946129442
Indiana,comm,gas,cooling,gas cooling,2015,0.007419070870428537
Indiana,comm,gas,hot water,gas water heater,2015,0.10225539181252188
Indiana,comm,gas,cooking,gas range,2015,0.04726934270410527
Indiana,comm,refined liquids,heating,fuel furnace,2015,0.9796132050917726
Indiana,comm,refined liquids,hot water,fuel water heater,2015,0.020386794908227472
Iowa,resid,electricity,heating,electric furnace,2015,0.134422672275247
Iowa,resid,electricity,heating,electric heat pump,2015,0.03830235093383752
Iowa,resid,electricity,cooling,air conditioning,2015,0.17368432496405922
Iowa,resid,electricity,furnace fans,electricity,2015,0.028610557740111175
Iowa,resid,electricity,other,electricity,2015,0.29214252024460213
Iowa,resid,electricity,lighting,fluorescent,2015,0.015508813879359405
Iowa,resid,electricity,lighting,solid state,2015,0.0012040380609110641
Iowa,resid,electricity,lighting,incandescent,2015,0.06958225747919326
Iowa,resid,electricity,hot water,electric resistance water heater,2015,0.08762277518824248
Iowa,resid,electricity,refrigerators,refrigerator,2015,0.05755709426619178
Iowa,resid,electricity,cooking,electric oven,2015,0.01091122319709926
Iowa,resid,electricity,clothes dryers,clothes dryer,2015,0.03848875189649837
Iowa,resid,electricity,computers,electricity,2015,0.022586360158362493
Iowa,resid,electricity,clothes washers,clothes washer,2015,0.006980877081574414
Iowa,resid,electricity,dishwashers,dishwasher,2015,0.004901089094022218
Iowa,resid,electricity,freezers,freezer,2015,0.017494293540688148
Iowa,resid,gas,heating,gas furnace,2015,0.8702496889056113
Iowa,resid,gas,hot water,gas water heater,2015,0.10786438795491915
Iowa,resid,gas,cooking,gas oven,2015,0.0075327126018748195
Iowa,resid,gas,clothes dryers,clothes dryer,2015,0.0033376145332697444
Iowa,resid,gas,other,gas,2015,0.011015596004324994
Iowa,resid,refined liquids,heating,fuel furnace,2015,0.921163709608259
Iowa,resid,refined liquids,hot water,fuel water heater,2015,0.04715576691589887
Iowa,resid,refined liquids,other,refined liquids,2015,0.024768471389095204
Iowa,resid,refined liquids,cooking,lpg oven,2015,0.006912052086747019
Iowa,resid,biomass,heating,wood furnace,2015,1
Iowa,comm,electricity,heating,electric heat pump,2015,0.033401473767682224
Iowa,comm,electricity,heating,electric furnace,2015,0.05263448731538037
Iowa,comm,electricity,cooling,air conditioning,2015,0.17233128384890348
Iowa,comm,electricity,hot water,electric heat pump water heater,2015,2.846022128289284e-4
Iowa,comm,electricity,hot water,electric resistance water heater,2015,0.005168296512546548
Iowa,comm,electricity,ventilation,ventilation,2015,0.12973382354482038
Iowa,comm,electricity,cooking,electric range,2015,0.026235228500310046
Iowa,comm,electricity,lighting,incandescent,2015,0.013409380845494402
Iowa,comm,electricity,lighting,fluorescent,2015,0.12058982582731863
Iowa,comm,electricity,lighting,solid state,2015,0.013426337098239665
Iowa,comm,electricity,refrigeration,refrigeration,2015,0.1322711716428126
Iowa,comm,electricity,office,office equipment,2015,0.15211436896982322
Iowa,comm,electricity,other,electricity,2015,0.14839971991383955
Iowa,comm,gas,heating,gas furnace,2015,0.8757386029226728
Iowa,comm,gas,cooling,gas cooling,2015,0.0023136582264198916
Iowa,comm,gas,hot water,gas water heater,2015,0.08166850401981199
Iowa,comm,gas,cooking,gas range,2015,0.04027923483109525
Iowa,comm,refined liquids,heating,fuel furnace,2015,0.9975536330301669
Iowa,comm,refined liquids,hot water,fuel water heater,2015,0.002446366969833049
Kansas,resid,electricity,heating,electric furnace,2015,0.1341085439764957
Kansas,resid,electricity,heating,electric heat pump,2015,0.036891080039150974
Kansas,resid,electricity,cooling,air conditioning,2015,0.17591521212760133
Kansas,resid,electricity,furnace fans,electricity,2015,0.025589286682002478
Kansas,resid,electricity,other,electricity,2015,0.3044741142700462
Kansas,resid,electricity,lighting,fluorescent,2015,0.014560990041988872
Kansas,resid,electricity,lighting,solid state,2015,0.0011307553237332344
Kansas,resid,electricity,lighting,incandescent,2015,0.06534718365022892
Kansas,resid,electricity,hot water,electric resistance water heater,2015,0.08475306970664126
Kansas,resid,electricity,refrigerators,refrigerator,2015,0.05437089997759382
Kansas,resid,electricity,cooking,electric oven,2015,0.011138862222821552
Kansas,resid,electricity,clothes dryers,clothes dryer,2015,0.040668597949129186
Kansas,resid,electricity,computers,electricity,2015,0.02114500883805323
Kansas,resid,electricity,clothes washers,clothes washer,2015,0.0065856154579635685
Kansas,resid,electricity,dishwashers,dishwasher,2015,0.004965415076166936
Kansas,resid,electricity,freezers,freezer,2015,0.01835536466038275
Kansas,resid,gas,heating,gas furnace,2015,0.8634068050729189
Kansas,resid,gas,hot water,gas water heater,2015,0.12028849170721598
Kansas,resid,gas,cooking,gas oven,2015,0.006068061212211747
Kansas,resid,gas,clothes dryers,clothes dryer,2015,0.0020218599425797005
Kansas,resid,gas,other,gas,2015,0.008214782065073735
Kansas,resid,refined liquids,heating,fuel furnace,2015,0.9336254668671659
Kansas,resid,refined liquids,hot water,fuel water heater,2015,0.049288105375544435
Kansas,resid,refined liquids,other,refined liquids,2015,0.008959210911681963
Kansas,resid,refined liquids,cooking,lpg oven,2015,0.008127216845607703
Kansas,resid,biomass,heating,wood furnace,2015,1
Kansas,comm,electricity,heating,electric heat pump,2015,0.03940711486580218
Kansas,comm,electricity,heating,electric furnace,2015,0.04938043876072179
Kansas,comm,electricity,cooling,air conditioning,2015,0.16821162329776126
Kansas,comm,electricity,hot water,electric heat pump water heater,2015,4.1431076113919034e-4
Kansas,comm,electricity,hot water,electric resistance water heater,2015,0.005447239093470722
Kansas,comm,electricity,ventilation,ventilation,2015,0.12548503830813704
Kansas,comm,electricity,cooking,electric range,2015,0.027279528042441797
Kansas,comm,electricity,lighting,incandescent,2015,0.013621345301140005
Kansas,comm,electricity,lighting,fluorescent,2015,0.11884033819986191
Kansas,comm,electricity,lighting,solid state,2015,0.013179708020321625
Kansas,comm,electricity,refrigeration,refrigeration,2015,0.12925725689462333
Kansas,comm,electricity,office,office equipment,2015,0.155263382226124
Kansas,comm,electricity,other,electricity,2015,0.15421267622845516
Kansas,comm,gas,heating,gas furnace,2015,0.8829104137308232
Kansas,comm,gas,cooling,gas cooling,2015,0.0015110012111166267
Kansas,comm,gas,hot water,gas water heater,2015,0.07239943340566522
Kansas,comm,gas,cooking,gas range,2015,0.04317915165239489
Kansas,comm,refined liquids,heating,fuel furnace,2015,0.9960919532374436
Kansas,comm,refined liquids,hot water,fuel water heater,2015,0.003908046762556428
Kentucky,resid,electricity,heating,electric furnace,2015,0.14810766064048372
Kentucky,resid,electricity,heating,electric heat pump,2015,0.09549572392077697
Kentucky,resid,electricity,cooling,air conditioning,2015,0.23841410491609275
Kentucky,resid,electricity,furnace fans,electricity,2015,0.011340959321187088
Kentucky,resid,electricity,other,electricity,2015,0.22001411216423886
Kentucky,resid,electricity,lighting,fluorescent,2015,0.010259696315798553
Kentucky,resid,electricity,lighting,solid state,2015,7.961946201365841e-4
Kentucky,resid,electricity,lighting,incandescent,2015,0.04601184425917856
Kentucky,resid,electricity,hot water,electric resistance water heater,2015,0.1209925739507067
Kentucky,resid,electricity,refrigerators,refrigerator,2015,0.036940481081452675
Kentucky,resid,electricity,cooking,electric oven,2015,0.009351181209210422
Kentucky,resid,electricity,clothes dryers,clothes dryer,2015,0.03118220868548825
Kentucky,resid,electricity,computers,electricity,2015,0.013182303224906516
Kentucky,resid,electricity,clothes washers,clothes washer,2015,0.004505571471058682
Kentucky,resid,electricity,dishwashers,dishwasher,2015,0.002795371447279458
Kentucky,resid,electricity,freezers,freezer,2015,0.010610012772004145
Kentucky,resid,gas,heating,gas furnace,2015,0.8545788646279554
Kentucky,resid,gas,hot water,gas water heater,2015,0.09818523976847703
Kentucky,resid,gas,cooking,gas oven,2015,0.012761278580990916
Kentucky,resid,gas,clothes dryers,clothes dryer,2015,0.0026341293520032705
Kentucky,resid,gas,other,gas,2015,0.03184048767057341
Kentucky,resid,refined liquids,heating,fuel furnace,2015,0.8687768287779809
Kentucky,resid,refined liquids,hot water,fuel water heater,2015,0.07742975820710508
Kentucky,resid,refined liquids,other,refined liquids,2015,0.03530031535669161
Kentucky,resid,refined liquids,cooking,lpg oven,2015,0.018493097658222483
Kentucky,resid,biomass,heating,wood furnace,2015,1
Kentucky,comm,electricity,heating,electric heat pump,2015,0.023902642284533638
Kentucky,comm,electricity,heating,electric furnace,2015,0.030803558823310023
Kentucky,comm,electricity,cooling,air conditioning,2015,0.2833102577244395
Kentucky,comm,electricity,hot water,electric heat pump water heater,2015,1.7127989153462264e-4
Kentucky,comm,electricity,hot water,electric resistance water heater,2015,0.006103427454081905
Kentucky,comm,electricity,ventilation,ventilation,2015,0.10900853634975839
Kentucky,comm,electricity,cooking,electric range,2015,0.02309207512528997
Kentucky,comm,electricity,lighting,incandescent,2015,0.01393893502506664
Kentucky,comm,electricity,lighting,fluorescent,2015,0.11143280957484904
Kentucky,comm,electricity,lighting,solid state,2015,0.014005533675655202
Kentucky,comm,electricity,refrigeration,refrigeration,2015,0.1433269871748566
Kentucky,comm,electricity,office,office equipment,2015,0.12135205199571579
Kentucky,comm,electricity,other,electricity,2015,0.11955190490090867
Kentucky,comm,gas,heating,gas furnace,2015,0.7680134225261689
Kentucky,comm,gas,cooling,gas cooling,2015,0.01503358143139477
Kentucky,comm,gas,hot water,gas water heater,2015,0.14498910136802529
Kentucky,comm,gas,cooking,gas range,2015,0.07196389467441104
Kentucky,comm,refined liquids,heating,fuel furnace,2015,0.9921990799855606
Kentucky,comm,refined liquids,hot water,fuel water heater,2015,0.00780092001443936
Louisiana,resid,electricity,heating,electric furnace,2015,0.15525091507885158
Louisiana,resid,electricity,heating,electric heat pump,2015,0.03750416296923054
Louisiana,resid,electricity,cooling,air conditioning,2015,0.34270417912507956
Louisiana,resid,electricity,furnace fans,electricity,2015,0.012388632802751902
Louisiana,resid,electricity,other,electricity,2015,0.2092807023611868
Louisiana,resid,electricity,lighting,fluorescent,2015,0.00938355925010098
Louisiana,resid,electricity,lighting,solid state,2015,7.279559046787417e-4
Louisiana,resid,electricity,lighting,incandescent,2015,0.04206848685305662
Louisiana,resid,electricity,hot water,electric resistance water heater,2015,0.08809342045664026
Louisiana,resid,electricity,refrigerators,refrigerator,2015,0.03736922625019896
Louisiana,resid,electricity,cooking,electric oven,2015,0.00673555370976086
Louisiana,resid,electricity,clothes dryers,clothes dryer,2015,0.02903714469521235
Louisiana,resid,electricity,computers,electricity,2015,0.012746736947941437
Louisiana,resid,electricity,clothes washers,clothes washer,2015,0.004474157199318626
Louisiana,resid,electricity,dishwashers,dishwasher,2015,0.0029967966806475144
Louisiana,resid,electricity,freezers,freezer,2015,0.009238369715343243
Louisiana,resid,gas,heating,gas furnace,2015,0.7781815145224596
Louisiana,resid,gas,hot water,gas water heater,2015,0.14439938131236438
Louisiana,resid,gas,cooking,gas oven,2015,0.015651574255308283
Louisiana,resid,gas,clothes dryers,clothes dryer,2015,0.004306750891591631
Louisiana,resid,gas,other,gas,2015,0.05746077901827606
Louisiana,resid,refined liquids,heating,fuel furnace,2015,0.7046626128490338
Louisiana,resid,refined liquids,hot water,fuel water heater,2015,0.14229541111279143
Louisiana,resid,refined liquids,other,refined liquids,2015,0.11045353744573132
Louisiana,resid,refined liquids,cooking,lpg oven,2015,0.042588438592443406
Louisiana,resid,biomass,heating,wood furnace,2015,1
Louisiana,comm,electricity,heating,electric heat pump,2015,0.017886484246782516
Louisiana,comm,electricity,heating,electric furnace,2015,0.016950798846090655
Louisiana,comm,electricity,cooling,air conditioning,2015,0.3630978204396015
Louisiana,comm,electricity,hot water,electric heat pump water heater,2015,1.5170257598878632e-4
Louisiana,comm,electricity,hot water,electric resistance water heater,2015,0.006513791798381826
Louisiana,comm,electricity,ventilation,ventilation,2015,0.10146604090127187
Louisiana,comm,electricity,cooking,electric range,2015,0.019317822572819877
Louisiana,comm,electricity,lighting,incandescent,2015,0.011735681564739624
Louisiana,comm,electricity,lighting,fluorescent,2015,0.10139659557435653
Louisiana,comm,electricity,lighting,solid state,2015,0.011018337623820311
Louisiana,comm,electricity,refrigeration,refrigeration,2015,0.1243216184966847
Louisiana,comm,electricity,office,office equipment,2015,0.11091069305166275
Louisiana,comm,electricity,other,electricity,2015,0.11523261230779908
Louisiana,comm,gas,heating,gas furnace,2015,0.7022495047684936
Louisiana,comm,gas,cooling,gas cooling,2015,0.03483459184470032
Louisiana,comm,gas,hot water,gas water heater,2015,0.15396196812274163
Louisiana,comm,gas,cooking,gas range,2015,0.10895393526406452
Louisiana,comm,refined liquids,heating,fuel furnace,2015,0
Louisiana,comm,refined liquids,hot water,fuel water heater,2015,0
Maine,resid,electricity,heating,electric furnace,2015,0.051188382973873923
Maine,resid,electricity,heating,electric heat pump,2015,0.005420464139064284
Maine,resid,electricity,cooling,air conditioning,2015,0.1104940290689659
Maine,resid,electricity,furnace fans,electricity,2015,0.028971345432262624
Maine,resid,electricity,other,electricity,2015,0.38434012788955296
Maine,resid,electricity,lighting,fluorescent,2015,0.021039662340461125
Maine,resid,electricity,lighting,solid state,2015,0.0016283191716339328
Maine,resid,electricity,lighting,incandescent,2015,0.094101541593267
Maine,resid,electricity,hot water,electric resistance water heater,2015,0.11008472764770215
Maine,resid,electricity,refrigerators,refrigerator,2015,0.07244081105053196
Maine,resid,electricity,cooking,electric oven,2015,0.01516629796755599
Maine,resid,electricity,clothes dryers,clothes dryer,2015,0.04530691535569619
Maine,resid,electricity,computers,electricity,2015,0.031146036633684496
Maine,resid,electricity,clothes washers,clothes washer,2015,0.008510959654248298
Maine,resid,electricity,dishwashers,dishwasher,2015,0.005757559860791157
Maine,resid,electricity,freezers,freezer,2015,0.014402819220708086
Maine,resid,gas,heating,gas furnace,2015,0.8625986444221538
Maine,resid,gas,hot water,gas water heater,2015,0.11229595635065717
Maine,resid,gas,cooking,gas oven,2015,0.010756033528997526
Maine,resid,gas,clothes dryers,clothes dryer,2015,0.003178109138698218
Maine,resid,gas,other,gas,2015,0.011171256559493189
Maine,resid,refined liquids,heating,fuel furnace,2015,0.916396183490323
Maine,resid,refined liquids,hot water,fuel water heater,2015,0.06463696550412922
Maine,resid,refined liquids,other,refined liquids,2015,0.01276168578658568
Maine,resid,refined liquids,cooking,lpg oven,2015,0.006205165218962036
Maine,resid,biomass,heating,wood furnace,2015,1
Maine,comm,electricity,heating,electric heat pump,2015,0.03396153461378125
Maine,comm,electricity,heating,electric furnace,2015,0.030109036473559794
Maine,comm,electricity,cooling,air conditioning,2015,0.13846645142714856
Maine,comm,electricity,hot water,electric heat pump water heater,2015,2.2359090535279536e-4
Maine,comm,electricity,hot water,electric resistance water heater,2015,0.007390731447132958
Maine,comm,electricity,ventilation,ventilation,2015,0.1112340535203851
Maine,comm,electricity,cooking,electric range,2015,0.017092966567380106
Maine,comm,electricity,lighting,incandescent,2015,0.009656608463220017
Maine,comm,electricity,lighting,fluorescent,2015,0.10343611840904807
Maine,comm,electricity,lighting,solid state,2015,0.014642065334602834
Maine,comm,electricity,refrigeration,refrigeration,2015,0.2073971046044769
Maine,comm,electricity,office,office equipment,2015,0.15703716105763846
Maine,comm,electricity,other,electricity,2015,0.1693525771762732
Maine,comm,gas,heating,gas furnace,2015,0.8660222316116891
Maine,comm,gas,cooling,gas cooling,2015,0.0056114257335707195
Maine,comm,gas,hot water,gas water heater,2015,0.0655061881995785
Maine,comm,gas,cooking,gas range,2015,0.06286015445516163
Maine,comm,refined liquids,heating,fuel furnace,2015,0.9919250261760595
Maine,comm,refined liquids,hot water,fuel water heater,2015,0.008074973823940472
Maryland,resid,electricity,heating,electric furnace,2015,0.10063197000251296
Maryland,resid,electricity,heating,electric heat pump,2015,0.055649582758856585
